,fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,presMax,horaPresMax,presMin,horaPresMin
333,2020-11-29,3195,"MADRID, RETIRO",MADRID,667,"8,8","0,0","6,4",02:10,"11,3",14:40,,,,,"943,0",24,"935,0",00
334,2020-11-30,3195,"MADRID, RETIRO",MADRID,667,"9,6","0,0","6,4",07:20,"12,9",14:00,,,,,"946,7",24,"943,0",00
335,2020-12-01,3195,"MADRID, RETIRO",MADRID,667,"9,8","0,0","4,9",07:45,"14,6",14:35,,,,,"946,8",00,"941,2",24
336,2020-12-02,3195,"MADRID, RETIRO",MADRID,667,"7,2","0,0","3,5",23:59,"10,8",00:00,,,,,"940,7",21,"938,5",05
337,2020-12-03,3195,"MADRID, RETIRO",MADRID,667,"4,3","1,9","0,1",07:40,"8,5",14:30,,,,,"940,6",00,"925,8",24
338,2020-12-04,3195,"MADRID, RETIRO",MADRID,667,"5,0","0,1","2,6",23:50,"7,3",13:50,,,,,"926,3",00,"919,3",15
339,2020-12-05,3195,"MADRID, RETIRO",MADRID,667,"4,2","0,0","0,9",05:25,"7,6",14:15,,,,,"932,3",24,"922,5",00
340,2020-12-06,3195,"MADRID, RETIRO",MADRID,667,"4,8","0,0","2,0",07:30,"7,7",14:15,,,,,"934,1",11,"930,8",00
341,2020-12-07,3195,"MADRID, RETIRO",MADRID,667,"8,1","4,5","5,2",00:00,"11,0",13:30,,,,,"933,6",00,"929,8",Varias
342,2020-12-08,3195,"MADRID, RETIRO",MADRID,667,"6,8","0,1","4,4",02:30,"9,1",13:50,,,,,"939,0",24,"930,5",00
343,2020-12-09,3195,"MADRID, RETIRO",MADRID,667,"6,2","0,5","3,0",07:00,"9,3",14:50,,,,,"942,8",10,"939,0",00
344,2020-12-10,3195,"MADRID, RETIRO",MADRID,667,"10,0","4,0","5,4",00:45,"14,5",14:15,,,,,"939,4",00,"934,4",12
345,2020-12-11,3195,"MADRID, RETIRO",MADRID,667,"13,4","0,1","11,9",01:10,"15,0",15:00,,,,,"935,2",00,"931,2",15
346,2020-12-12,3195,"MADRID, RETIRO",MADRID,667,"11,2","0,0","8,6",23:59,"13,7",13:40,,,,,"939,8",Varias,"933,4",00
347,2020-12-13,3195,"MADRID, RETIRO",MADRID,667,"8,0","0,0","4,9",07:30,"11,1",14:50,,,,,"940,3",10,"937,4",24
348,2020-12-14,3195,"MADRID, RETIRO",MADRID,667,"11,2","2,0","9,2",Varias,"13,2",14:25,,,,,"937,9",00,"934,3",14
349,2020-12-15,3195,"MADRID, RETIRO",MADRID,667,"8,0","0,0","5,6",23:10,"10,3",14:30,,,,,"940,3",11,"935,2",00
350,2020-12-16,3195,"MADRID, RETIRO",MADRID,667,"8,0","0,1","5,4",08:15,"10,6",15:50,,,,,"941,6",24,"937,6",15
351,2020-12-17,3195,"MADRID, RETIRO",MADRID,667,"10,4","0,1","8,1",Varias,"12,7",14:10,,,,,"946,7",24,"941,4",00
352,2020-12-18,3195,"MADRID, RETIRO",MADRID,667,"7,7","0,8","5,6",05:40,"9,8",14:50,,,,,"946,8",11,"943,4",24
353,2020-12-19,3195,"MADRID, RETIRO",MADRID,667,"7,9","1,8","7,3",09:50,"8,5",23:15,,,,,"943,7",00,"941,9",14
354,2020-12-20,3195,"MADRID, RETIRO",MADRID,667,"8,4","0,2","5,7",08:15,"11,2",14:15,,,,,"950,0",23,"943,0",01
355,2020-12-21,3195,"MADRID, RETIRO",MADRID,667,"8,4","0,0","6,3",01:00,"10,6",16:30,,,,,"952,0",21,"949,5",01
356,2020-12-22,3195,"MADRID, RETIRO",MADRID,667,"8,6","0,0","7,0",Varias,"10,1",14:50,,,,,"951,8",00,"948,2",24
357,2020-12-23,3195,"MADRID, RETIRO",MADRID,667,"7,3","0,1","5,6",08:00,"9,0",Varias,,,,,"948,6",00,"946,8",24
358,2020-12-24,3195,"MADRID, RETIRO",MADRID,667,"7,8","0,0","5,4",Varias,"10,2",14:45,,,,,"947,8",00,"944,5",14
359,2020-12-25,3195,"MADRID, RETIRO",MADRID,667,"5,3","0,0","2,2",23:50,"8,4",13:45,,,,,"951,5",23,"945,7",01
360,2020-12-26,3195,"MADRID, RETIRO",MADRID,667,"3,8","0,0","-0,9",06:50,"8,6",14:50,,,,,"951,5",00,"945,0",23
361,2020-12-27,3195,"MADRID, RETIRO",MADRID,667,"2,8","2,2","-1,3",07:40,"6,9",14:00,,,,,"944,9",00,"924,4",24
362,2020-12-28,3195,"MADRID, RETIRO",MADRID,667,"5,7","0,1","2,9",23:50,"8,5",14:50,,,,,"928,0",22,"921,5",02
363,2020-12-29,3195,"MADRID, RETIRO",MADRID,667,"4,5","0,0","0,8",06:45,"8,2",14:15,,,,,"935,2",24,"928,8",05
364,2020-12-30,3195,"MADRID, RETIRO",MADRID,667,"4,8","0,0","1,2",07:00,"8,4",14:30,,,,,"940,7",10,"934,8",01
365,2020-12-31,3195,"MADRID, RETIRO",MADRID,667,"2,8","1,0","-1,2",08:00,"6,9",14:40,,,,,"940,3",00,"929,7",24
